Customer ID,Customer_Name,Segment,Recency,Frequency,Monetary,Recency_log,Frequency_log,Monetary_log,Recency_scaled,Frequency_scaled,Monetary_scaled,Cluster
BP-11050,Barry Pond,Corporate,6,21,5403.78676,1.945910149,3.091042453,8.595040277,-1.261748478,0.6598999079,0.1612099583,2
BP-11095,Bart Pistole,Corporate,3,32,8327.8696,1.386294361,3.496507561,9.027483024,-1.679781426,1.21038194,0.4966238681,2
BP-11155,Becky Pak,Consumer,33,24,13696.14346,3.526360525,3.218875825,9.524942584,-0.08115217401,0.8334536186,0.8824665194,2
BP-11185,Ben Peterman,Corporate,2,28,15376.03172,1.098612289,3.36729583,9.640630228,-1.894679911,1.034956891,0.9721968838,2
BP-11230,Benjamin Patterson,Consumer,40,23,12573.6136,3.713572067,3.17805383,9.439435267,0.0586948329,0.7780314034,0.8161448072,2
BP-11290,Beth Paige,Consumer,13,29,12448.89978,2.63905733,3.401197382,9.429467852,-0.7439675895,1.080983527,0.8084138194,2
BP-1155,Becky Pak,Consumer,262,6,1110.78,5.572154032,1.945910149,7.013717614,1.447055412,-0.8947955393,-1.065305277,1
BP-1185,Ben Peterman,Corporate,5,10,1430.616,1.791759469,2.397895273,7.266559155,-1.376899023,-0.2811553412,-0.8691947612,1
BP-1230,Benjamin Patterson,Consumer,84,8,6134.988,4.442651256,2.197224577,8.721926387,0.6033169292,-0.553597063,0.2596261457,1
BP-1290,Beth Paige,Consumer,370,4,383.34,5.916202063,1.609437912,5.951527578,1.704059263,-1.351609003,-1.889167662,1
BS-11365,Bill Shonely,Corporate,1,26,22551.02596,0.6931471806,3.295836866,10.02358018,-2.197562315,0.937940218,1.26922289,2
BS-11380,Bill Stewart,Corporate,29,23,18305.9783,3.401197382,3.17805383,9.815037594,-0.1746490318,0.7780314034,1.1074718,2
BS-11590,Brendan Sweed,Corporate,36,23,11358.58602,3.610917913,3.17805383,9.33781725,-0.01798781194,0.7780314034,0.7373272141,2
BS-11665,Brian Stugart,Consumer,30,24,17468.881,3.433987204,3.218875825,9.768233591,-0.1501550367,0.8334536186,1.071169391,2
BS-11755,Bruce Stewart,Consumer,2,29,17557.4595,1.098612289,3.401197382,9.773291136,-1.894679911,1.080983527,1.075092155,2
BS-11800,Bryan Spruell,Home Office,10,21,10887.2118,2.397895273,3.091042453,9.295435997,-0.9241156266,0.6598999079,0.7044552053,2
BS-1365,Bill Shonely,Corporate,38,5,957.63,3.663561646,1.791759469,6.865505182,0.02133705275,-1.104079095,-1.180262717,1
BS-1380,Bill Stewart,Corporate,132,5,469.458,4.890349128,1.791759469,6.153706688,0.9377472034,-1.104079095,-1.732352254,1
BS-1590,Brendan Sweed,Corporate,238,5,819.45,5.476463552,1.791759469,6.70985297,1.375574631,-1.104079095,-1.300990645,1
BS-1665,Brian Stugart,Consumer,153,7,5101.908,5.036952602,2.079441542,8.537565852,1.047259987,-0.7135058775,0.1166312907,1
BS-1755,Bruce Stewart,Consumer,296,5,1679.76,5.693732139,1.791759469,7.427001351,1.537874248,-1.104079095,-0.7447515959,1
BS-1800,Bryan Spruell,Home Office,12,9,6364.854,2.564949357,2.302585093,8.758703673,-0.7993262387,-0.410553754,0.2881515709,2
BT-11305,Beth Thompson,Home Office,29,24,10321.82,3.401197382,3.218875825,9.242112258,-0.1746490318,0.8334536186,0.6630959179,2
BT-11395,Bill Tyler,Corporate,29,24,11347.529,3.401197382,3.218875825,9.336843411,-0.1746490318,0.8334536186,0.7365718793,2
BT-11440,Bobby Trafton,Consumer,52,21,8263.9755,3.970291914,3.091042453,9.019782046,0.2504645379,0.6598999079,0.4906507883,2
BT-11485,Brad Thomas,Home Office,31,29,8878.05054,3.465735903,3.401197382,9.091449909,-0.1264387616,1.080983527,0.5462382582,2
BT-11530,Bradley Talbott,Home Office,34,25,13808.318,3.555348061,3.258096538,9.533098861,-0.05949848629,0.886701845,0.8887927414,2
BT-11680,Brian Thompson,Consumer,19,22,14087.7631,2.995732274,3.135494216,9.553132815,-0.477531435,0.7202500986,0.9043316008,2
BT-1305,Beth Thompson,Home Office,32,10,1305.96,3.496507561,2.397895273,7.175459109,-0.1034523351,-0.2811553412,-0.9398543409,1
BT-1395,Bill Tyler,Corporate,34,4,448.848,3.555348061,1.609437912,6.108909748,-0.05949848629,-1.351609003,-1.767097933,1
BT-1440,Bobby Trafton,Consumer,94,10,2132.565,4.553876892,2.397895273,7.665549569,0.6864024697,-0.2811553412,-0.5597273565,1
BT-1485,Brad Thomas,Home Office,98,9,2803.974,4.59511985,2.302585093,7.939149549,0.7172109564,-0.410553754,-0.3475160527,1
BT-1530,Bradley Talbott,Home Office,353,7,1535.781,5.869296913,2.079441542,7.337445248,1.66902112,-0.7135058775,-0.8142136527,1
BT-1680,Brian Thompson,Consumer,58,4,807.36,4.077537444,1.609437912,6.695007504,0.3305769405,-1.351609003,-1.312505177,1
BV-11245,Benjamin Venier,Corporate,45,22,20681.678,3.828641396,3.135494216,9.937051817,0.144651613,0.7202500986,1.202109224,2
BV-1245,Benjamin Venier,Corporate,129,3,684.264,4.86753445,1.386294361,6.529804165,0.920704641,-1.654561127,-1.440641209,1
BW-1065,Barry Weirich,Consumer,23,5,9027.48,3.17805383,1.791759469,9.108139304,-0.3413372467,-1.104079095,0.5591829899,1
BW-11065,Barry Weirich,Consumer,51,18,8409.0559,3.951243719,2.944438979,9.0371834,0.2362355378,0.4608628595,0.5041477336,2
BW-1110,Bart Watters,Corporate,185,10,1696.83,5.225746674,2.397895273,7.437106244,1.188289143,-0.2811553412,-0.7369139764,1
BW-11110,Bart Watters,Corporate,55,35,30613.6165,4.025351691,3.583518938,10.32923284,0.291594187,1.328513435,1.506295085,2
BW-11200,Ben Wallace,Consumer,41,29,11862.36908,3.737669618,3.401197382,9.381210703,0.076695702,1.080983527,0.7709843119,2
BW-1200,Ben Wallace,Consumer,134,4,3105.816,4.905274778,1.609437912,8.041353687,0.9488966629,-1.351609003,-0.2682438491,1
CA-11965,Carol Adams,Corporate,19,26,21110.5214,2.995732274,3.295836866,9.957574208,-0.477531435,0.937940218,1.218026928,2
CA-12055,Cathy Armstrong,Home Office,14,22,10691.028,2.708050201,3.135494216,9.277253696,-0.69242992,0.7202500986,0.6903525371,2
CA-12265,Christina Anderson,Consumer,35,31,18472.6689,3.583518938,3.465735903,9.824101695,-0.03845484346,1.168604621,1.114502154,2
CA-12310,Christine Abelman,Corporate,14,21,7166.23086,2.708050201,3.091042453,8.877274647,-0.69242992,0.6598999079,0.3801183207,2
CA-12775,Cynthia Arntzen,Consumer,94,26,18350.464,4.553876892,3.295836866,9.817464632,0.6864024697,0.937940218,1.109354275,2
CA-1965,Carol Adams,Corporate,128,8,2883.141,4.859812404,2.197224577,7.966982388,0.9149362731,-0.553597063,-0.3259281746,1
CA-2055,Cathy Armstrong,Home Office,259,3,1601.73,5.560681631,1.386294361,7.379463704,1.438485529,-1.654561127,-0.7816230386,1
CA-2265,Christina Anderson,Consumer,106,7,3364.638,4.672828834,2.079441542,8.121372823,0.7752595614,-0.7135058775,-0.2061789132,1
CA-2310,Christine Abelman,Corporate,337,5,636.06,5.823045895,1.791759469,6.456863843,1.634471614,-1.104079095,-1.497215632,1
CA-2775,Cynthia Arntzen,Consumer,310,4,1485.897,5.739792912,1.609437912,7.304446677,1.572281642,-1.351609003,-0.8398082078,1
CB-12025,Cassandra Brandow,Consumer,10,25,11685.3186,2.397895273,3.258096538,9.366174086,-0.9241156266,0.886701845,0.7593215184,2
CB-12415,Christy Brittain,Consumer,27,23,12705.54736,3.33220451,3.17805383,9.44987268,-0.2261867012,0.7780314034,0.8242403377,2
CB-12535,Claudia Bergmann,Corporate,43,27,18108.67284,3.784189634,3.33220451,9.804201486,0.1114461499,0.9873149589,1.099067031,2
CB-2025,Cassandra Brandow,Consumer,23,5,1840.89,3.17805383,1.791759469,7.518547497,-0.3413372467,-1.104079095,-0.6737460094,1
CB-2415,Christy Brittain,Consumer,517,4,1232.568,6.249975242,1.609437912,7.117666062,1.953387801,-1.351609003,-0.9846801401,1
CB-2535,Claudia Bergmann,Corporate,8,2,147.12,2.197224577,1.098612289,4.998022756,-1.07401662,-2.045134344,-2.628730951,1
CC-12100,Chad Cunningham,Home Office,52,25,11500.12324,3.970291914,3.258096538,9.350199983,0.2504645379,0.886701845,0.7469315858,2
CC-12145,Charles Crestani,Consumer,83,24,12190.6666,4.430816799,3.218875825,9.408507932,0.5944765903,0.8334536186,0.7921567568,2
CC-12220,Chris Cortes,Consumer,21,32,7308.7328,3.091042453,3.496507561,8.896961999,-0.4063347383,1.21038194,0.3953883464,2
CC-12370,Christopher Conant,Consumer,44,30,28229.8514,3.80666249,3.433987204,10.24817068,0.1282333715,1.125500818,1.443421155,2
CC-12430,Chuck Clark,Home Office,1,29,13997.59256,0.6931471806,3.401197382,9.546712072,-2.197562315,1.080983527,0.8993515044,2
CC-12475,Cindy Chapman,Consumer,17,30,17159.80046,2.890371758,3.433987204,9.750383019,-0.5562357317,1.125500818,1.05732402,2
CC-12550,Clay Cheatham,Consumer,28,25,7908.65034,3.36729583,3.258096538,8.975838855,-0.1999734881,0.886701845,0.4565672995,2
CC-12610,Corey Catlett,Corporate,17,29,16822.64,2.890371758,3.401197382,9.730540319,-0.5562357317,1.080983527,1.041933503,2
CC-12670,Craig Carreira,Consumer,17,28,9969.0279,2.890371758,3.36729583,9.207338661,-0.5562357317,1.034956891,0.6361246068,2
CC-12685,Craig Carroll,Consumer,55,20,12798.5442,4.025351691,3.044522438,9.45716484,0.291594187,0.5967417416,0.8298963279,2
CC-2100,Chad Cunningham,Home Office,61,5,1020.048,4.127134385,1.791759469,6.92858483,0.3676258515,-1.104079095,-1.131336491,1
CC-2145,Charles Crestani,Consumer,505,6,1158.18,6.226536669,1.945910149,7.055468138,1.935879189,-0.8947955393,-1.032922478,1
CC-2220,Chris Cortes,Consumer,22,12,4174.182,3.135494216,2.564949357,8.336913229,-0.3731292752,-0.05435340408,-0.03900013419,2
CC-2370,Christopher Conant,Consumer,7,9,6957.225,2.079441542,2.302585093,8.847679692,-1.162000538,-0.410553754,0.3571636993,2
CC-2430,Chuck Clark,Home Office,472,2,1041.57,6.159095388,1.098612289,6.949444098,1.885500558,-2.045134344,-1.115157497,1
CC-2475,Cindy Chapman,Consumer,56,7,3709.881,4.043051268,2.079441542,8.219024594,0.3048157697,-0.7135058775,-0.1304376445,1
CC-2550,Clay Cheatham,Consumer,272,5,1433.4,5.609471795,1.791759469,7.268501922,1.474931778,-1.104079095,-0.8676879001,1
CC-2610,Corey Catlett,Corporate,345,3,782.388,5.846438775,1.386294361,6.663628103,1.651946093,-1.654561127,-1.336843861,1
CC-2670,Craig Carreira,Consumer,147,6,1527.582,4.997212274,1.945910149,7.332095787,1.017573965,-0.8947955393,-0.8183628345,1
CC-2685,Craig Carroll,Consumer,132,5,4019.412,4.890349128,1.791759469,8.299139664,0.9377472034,-1.104079095,-0.06829829977,1
CD-11920,Carlos Daly,Consumer,3,27,18296.7474,1.386294361,3.33220451,9.814533238,-1.679781426,0.9873149589,1.107080609,2
CD-11980,Carol Darley,Consumer,2,23,11848.16246,1.098612289,3.17805383,9.380012466,-1.894679911,0.7780314034,0.7700549276,2
CD-12280,Christina DeMoss,Consumer,42,24,16779.54838,3.761200116,3.218875825,9.72797566,0.09427298168,0.8334536186,1.039944286,2
CD-12790,Cynthia Delaney,Home Office,77,25,13468.1145,4.356708827,3.258096538,9.508154529,0.539117941,0.886701845,0.8694452647,2
CD-1920,Carlos Daly,Consumer,315,4,1821.219,5.755742214,1.609437912,7.507810268,1.584195769,-1.351609003,-0.6820740853,1
CD-1980,Carol Darley,Consumer,7,7,1380.228,2.079441542,2.079441542,7.230728238,-1.162000538,-0.7135058775,-0.8969861584,1
CD-2280,Christina DeMoss,Consumer,13,7,1205.04,2.63905733,2.079441542,7.095097544,-0.7439675895,-0.7135058775,-1.002184873,1
CD-2790,Cynthia Delaney,Home Office,132,7,1030.788,4.890349128,2.079441542,6.939048499,0.9377472034,-0.7135058775,-1.123220596,1
CG-12040,Catherine Glotzbach,Home Office,22,19,3596.268,3.135494216,2.995732274,8.187929947,-0.3731292752,0.5305014951,-0.1545554658,2
CG-12520,Claire Gute,Consumer,29,18,13545.47002,3.401197382,2.944438979,9.513881277,-0.1746490318,0.4608628595,0.8738870808,2
CG-2040,Catherine Glotzbach,Home Office,379,5,518.94,5.940171253,1.791759469,6.25371342,1.721964246,-1.104079095,-1.654784416,1
CG-2520,Claire Gute,Consumer,120,7,1116.204,4.795790546,2.079441542,7.018584414,0.8671119498,-0.7135058775,-1.061530459,1
CH-12070,Cathy Hwang,Home Office,90,21,11122.55656,4.510859507,3.091042453,9.316820351,0.6542684865,0.6598999079,0.7210414702,2
CH-2070,Cathy Hwang,Home Office,307,8,4545.618,5.730099783,2.197224577,8.422138939,1.565040875,-0.553597063,0.0271031563,1
CJ-11875,Carl Jackson,Corporate,14,23,12538.83296,2.708050201,3.17805383,9.436665494,-0.69242992,0.7780314034,0.8139964985,2
CJ-12010,Caroline Jumper,Consumer,34,26,19356.0046,3.555348061,3.295836866,9.870809628,-0.05949848629,0.937940218,1.150730049,2
CJ-1875,Carl Jackson,Corporate,33,6,1431.432,3.526360525,1.945910149,7.267128978,-0.08115217401,-0.8947955393,-0.8687527917,1
CJ-2010,Caroline Jumper,Consumer,47,3,223.56,3.871201011,1.386294361,5.414142932,0.1764436416,-1.654561127,-2.305977255,1
CK-12205,Chloris Kastensmidt,Consumer,5,38,13625.20784,1.791759469,3.663561646,9.519750264,-1.376899023,1.437183877,0.8784392208,2
CK-12325,Christine Kargatis,Home Office,62,27,9927.89832,4.143134726,3.33220451,9.203204806,0.3795781052,0.9873149589,0.6329182807,2
CK-12595,Clytie Kelty,Consumer,44,33,16480.86618,3.80666249,3.526360525,9.710016036,0.1282333715,1.250911987,1.026014332,2
CK-12760,Cyma Kinney,Corporate,58,26,6574.8044,4.077537444,3.295836866,8.791152192,0.3305769405,0.937940218,0.313319491,2
CK-2205,Chloris Kastensmidt,Consumer,80,5,950.697,4.394449155,1.791759469,6.858246707,0.567309963,-1.104079095,-1.18589258,1
CK-2325,Christine Kargatis,Home Office,1,8,3125.295,0.6931471806,2.197224577,8.047603876,-2.197562315,-0.553597063,-0.2633960384,2
CK-2595,Clytie Kelty,Consumer,216,3,662.28,5.379897354,1.386294361,6.497197224,1.303439688,-1.654561127,-1.465932006,1
CK-2760,Cyma Kinney,Corporate,38,12,4015.95,3.663561646,2.564949357,8.298278187,0.02133705275,-0.05435340408,-0.06896648368,1
CL-11890,Carl Ludwig,Consumer,14,31,17622.41136,2.708050201,3.465735903,9.776983488,-0.69242992,1.168604621,1.07795604,2
CL-12565,Clay Ludtke,Consumer,6,30,17008.13588,1.945910149,3.433987204,9.741505883,-1.261748478,1.125500818,1.050438681,2
CL-12700,Craig Leslie,Home Office,9,31,17943.6508,2.302585093,3.465735903,9.795047344,-0.9953123232,1.168604621,1.091966839,2
CL-1890,Carl Ludwig,Consumer,93,9,560.745,4.543294782,2.302585093,6.33104801,0.6784976348,-0.410553754,-1.594801684,1
CL-2565,Clay Ludtke,Consumer,43,6,2775.636,3.784189634,1.945910149,7.928995402,0.1114461499,-0.8947955393,-0.3553918746,1
CL-2700,Craig Leslie,Home Office,142,4,1432.374,4.96284463,1.609437912,7.267786385,0.9919013376,-1.351609003,-0.8682428898,1
CM-11815,Candace McMahon,Corporate,41,23,14362.8004,3.737669618,3.17805383,9.572466459,0.076695702,0.7780314034,0.919327281,2
CM-11830,Cari MacIntyre,Corporate,7,24,16828.819,2.079441542,3.218875825,9.730907533,-1.162000538,0.8334536186,1.042218323,2
CM-11935,Carlos Meador,Consumer,37,18,9689.0124,3.63758616,2.944438979,9.178850985,0.001933366489,0.4608628595,0.6140288193,2
CM-12115,Chad McGuire,Consumer,9,20,14657.9493,2.302585093,3.044522438,9.592806302,-0.9953123232,0.5967417416,0.9351033949,2
CM-12160,Charles McCrossin,Consumer,27,26,17910.03942,3.33220451,3.295836866,9.793172529,-0.2261867012,0.937940218,1.090512684,2
CM-12190,Charlotte Melton,Consumer,1,25,11375.05222,0.6931471806,3.258096538,9.339265742,-2.197562315,0.886701845,0.7384507029,2
CM-12235,Chris McAfee,Consumer,43,22,11377.591,3.784189634,3.135494216,9.339488886,0.1114461499,0.7202500986,0.7386237792,2
CM-12385,Christopher Martinez,Consumer,38,25,21882.96992,3.663561646,3.258096538,9.993509681,0.02133705275,0.886701845,1.245899421,2
CM-12445,Chuck Magee,Consumer,16,25,11971.70808,2.833213344,3.258096538,9.390385012,-0.5989330623,0.886701845,0.778100146,2
CM-12655,Corinna Mitchell,Home Office,28,18,14188.72268,3.36729583,2.944438979,9.560273227,-0.1999734881,0.4608628595,0.9098698906,2
CM-12715,Craig Molinari,Corporate,42,19,8392.5789,3.761200116,2.995732274,9.035222276,0.09427298168,0.5305014951,0.5026266346,2
CM-1815,Candace McMahon,Corporate,62,5,431.874,4.143134726,1.791759469,6.070446693,0.3795781052,-1.104079095,-1.796930885,1
CM-1830,Cari MacIntyre,Corporate,114,13,4777.407,4.744932128,2.63905733,8.471862506,0.8291207162,0.04625970977,0.06567005632,1
CM-1935,Carlos Meador,Consumer,49,7,459.294,3.912023005,2.079441542,6.131865416,0.2069376682,-0.7135058775,-1.749292916,1
CM-2115,Chad McGuire,Consumer,21,3,1907.37,3.091042453,1.386294361,7.554004754,-0.4063347383,-1.654561127,-0.6462444337,1
CM-2160,Charles McCrossin,Consumer,50,5,2245.92,3.931825633,1.791759469,7.717315669,0.2217302292,-1.104079095,-0.5195762148,1
CM-2190,Charlotte Melton,Consumer,153,4,1451.49,5.036952602,1.609437912,7.281034604,1.047259987,-1.351609003,-0.8579672243,1
CM-2235,Chris McAfee,Consumer,52,5,243.03,3.970291914,1.791759469,5.497291169,0.2504645379,-1.104079095,-2.241485307,1
CM-2385,Christopher Martinez,Consumer,575,4,580.614,6.356107661,1.609437912,6.365806997,2.03266871,-1.351609003,-1.567841704,1
CM-2445,Chuck Magee,Consumer,349,4,1741.578,5.857933154,1.609437912,7.463120905,1.660532393,-1.351609003,-0.7167363248,1
CM-2655,Corinna Mitchell,Home Office,51,12,1389.834,3.951243719,2.564949357,7.237658846,0.2362355378,-0.05435340408,-0.891610597,1
CM-2715,Craig Molinari,Corporate,118,7,2838.264,4.779123493,2.079441542,7.951300143,0.8546616629,-0.7135058775,-0.3380917342,1
CP-12085,Cathy Prescott,Corporate,70,23,14183.8819,4.262679877,3.17805383,9.559932022,0.4688783232,0.7780314034,0.909605243,2
CP-12340,Christine Phan,Corporate,9,30,20109.46928,2.302585093,3.433987204,9.908995818,-0.9953123232,1.125500818,1.180348257,2
CP-2085,Cathy Prescott,Corporate,143,10,5585.7,4.9698133,2.397895273,8.628144052,0.997106933,-0.2811553412,0.1868861124,1
CP-2340,Christine Phan,Corporate,464,4,5044.65,6.142037406,1.609437912,8.526281765,1.872758246,-1.351609003,0.1078790572,1
CR-12580,Clay Rozendal,Home Office,23,20,8700.3125,3.17805383,3.044522438,9.071229155,-0.3413372467,0.5967417416,0.5305545125,2
CR-12625,Corey Roper,Home Office,44,28,17271.20568,3.80666249,3.36729583,9.75685388,0.1282333715,1.034956891,1.06234299,2
CR-12730,Craig Reiter,Consumer,23,24,19487.96376,3.17805383,3.218875825,9.877603623,-0.3413372467,0.8334536186,1.15599965,2
CR-12820,Cyra Reiten,Home Office,61,24,14470.55056,4.127134385,3.218875825,9.579939971,0.3676258515,0.8334536186,0.925123932,2
CR-2580,Clay Rozendal,Home Office,35,5,3057.264,3.583518938,1.791759469,8.025602714,-0.03845484346,-1.104079095,-0.2804607158,1
CR-2625,Corey Roper,Home Office,140,9,5079.897,4.94875989,2.302585093,8.5332431,0.9813800381,-0.410553754,0.1132784507,1
CR-2730,Craig Reiter,Consumer,6,11,1359.576,1.945910149,2.48490665,7.215663418,-1.261748478,-0.1630238457,-0.9086708263,1
CR-2820,Cyra Reiten,Home Office,56,8,1188.012,4.043051268,2.197224577,7.080877989,0.3048157697,-0.553597063,-1.013213932,1
CS-11845,Cari Sayre,Corporate,16,26,20471.0526,2.833213344,3.295836866,9.926815947,-0.5989330623,0.937940218,1.194170016,2
CS-11860,Cari Schnelling,Consumer,78,21,10555.92482,4.369447852,3.091042453,9.264537305,0.5486339922,0.6598999079,0.6804893712,2
CS-11950,Carlos Soltero,Consumer,26,31,14222.97134,3.295836866,3.465735903,9.562683943,-0.2533533285,1.168604621,0.9117397052,2
CS-12130,Chad Sievert,Consumer,12,22,10981.231,2.564949357,3.135494216,9.304033882,-0.7993262387,0.7202500986,0.7111239501,2
CS-12175,Charles Sheldon,Corporate,61,29,16706.0963,4.127134385,3.401197382,9.723588836,0.3676258515,1.080983527,1.036541751,2
CS-12250,Chris Selesnick,Corporate,27,30,12496.1053,3.33220451,3.433987204,9.43325232,-0.2261867012,1.125500818,0.8113491522,2
CS-12355,Christine Sundaresam,Consumer,7,31,9240.897,2.079441542,3.465735903,9.131502447,-1.162000538,1.168604621,0.5773040543,2
CS-12400,Christopher Schild,Home Office,2,23,10221.36436,1.098612289,3.17805383,9.232333183,-1.894679911,0.7780314034,0.6555110121,2
CS-12460,Chuck Sachs,Consumer,7,23,20084.21728,2.079441542,3.17805383,9.907739365,-1.162000538,0.7780314034,1.179373719,2
CS-12490,Cindy Schnelling,Corporate,3,30,11110.4965,1.386294361,3.433987204,9.315735572,-1.679781426,1.125500818,0.7202000871,2
CS-12505,Cindy Stewart,Consumer,28,16,11535.2464,3.36729583,2.833213344,9.353249219,-0.1999734881,0.3098567374,0.7492966529,2
CS-1845,Cari Sayre,Corporate,25,8,1593.312,3.258096538,2.197224577,7.374197574,-0.2815453505,-0.553597063,-0.7857075869,1
CS-1860,Cari Schnelling,Consumer,51,9,1618.674,3.951243719,2.302585093,7.389980173,0.2362355378,-0.410553754,-0.7734661899,1
CS-1950,Carlos Soltero,Consumer,136,5,714.072,4.919980926,1.791759469,6.572383237,0.9598821539,-1.104079095,-1.407615767,1
CS-2130,Chad Sievert,Consumer,306,4,1367.268,5.726847748,1.609437912,7.221300985,1.562611605,-1.351609003,-0.9042981819,1
CS-2175,Charles Sheldon,Corporate,58,5,3340.098,4.077537444,1.791759469,8.114054774,0.3305769405,-1.104079095,-0.211854983,1
CS-2250,Chris Selesnick,Corporate,3,4,1917.624,1.386294361,1.609437912,7.559363541,-1.679781426,-1.351609003,-0.6420880176,1
CS-2355,Christine Sundaresam,Consumer,56,9,1307.16,4.043051268,2.302585093,7.176376849,0.3048157697,-0.410553754,-0.9391425178,1
CS-2400,Christopher Schild,Home Office,12,5,2293.17,2.564949357,1.791759469,7.738126401,-0.7993262387,-1.104079095,-0.5034348659,1
